query_id	target_id	query	target	correct_pair
04ccffc7-942c-49e8-958b-f5dac9c89c38	v243	Domain-specific national pride was assessed in each wave with questions addressing various German institutions and achievements: (a) the German constitution (“Grundgesetz”), (b) the German parliament (“Bundestag”), (c) achievements of German athletes, (d) economic achievements, (e) German art and literature, (f) scientific achievements, and (g) services of the welfare state. 	PROUD OF: SOCIAL WELFARE ACHIEVEMENTS  National pride If respondent has German citizenship. On these cards you will find a number of things one can be proud of as a German. Please select the three things you are most proud of. Not selected;Selected;Not proud of any;Foreigner;No answer	True
04ccffc7-942c-49e8-958b-f5dac9c89c38	v242	Domain-specific national pride was assessed in each wave with questions addressing various German institutions and achievements: (a) the German constitution (“Grundgesetz”), (b) the German parliament (“Bundestag”), (c) achievements of German athletes, (d) economic achievements, (e) German art and literature, (f) scientific achievements, and (g) services of the welfare state. 	PROUD OF: SCIENTIFIC ACHIEVEMENTS  National pride If respondent has German citizenship. On these cards you will find a number of things one can be proud of as a German. Please select the three things you are most proud of. Not selected;Selected;Not proud of any;Foreigner;No answer	False
04ccffc7-942c-49e8-958b-f5dac9c89c38	v240	Domain-specific national pride was assessed in each wave with questions addressing various German institutions and achievements: (a) the German constitution (“Grundgesetz”), (b) the German parliament (“Bundestag”), (c) achievements of German athletes, (d) economic achievements, (e) German art and literature, (f) scientific achievements, and (g) services of the welfare state. 	PROUD OF: ECONOMIC ACHIEVEMENTS  National pride If respondent has German citizenship. On these cards you will find a number of things one can be proud of as a German. Please select the three things you are most proud of. Not selected;Selected;Not proud of any;Foreigner;No answer	False
04ccffc7-942c-49e8-958b-f5dac9c89c38	v238	Domain-specific national pride was assessed in each wave with questions addressing various German institutions and achievements: (a) the German constitution (“Grundgesetz”), (b) the German parliament (“Bundestag”), (c) achievements of German athletes, (d) economic achievements, (e) German art and literature, (f) scientific achievements, and (g) services of the welfare state. 	PROUD OF: GERMAN FEDERAL PARLIAMENT  National pride If respondent has German citizenship. On these cards you will find a number of things one can be proud of as a German. Please select the three things you are most proud of. Not selected;Selected;Not proud of any;Foreigner;No answer	False
04ccffc7-942c-49e8-958b-f5dac9c89c38	v239	Domain-specific national pride was assessed in each wave with questions addressing various German institutions and achievements: (a) the German constitution (“Grundgesetz”), (b) the German parliament (“Bundestag”), (c) achievements of German athletes, (d) economic achievements, (e) German art and literature, (f) scientific achievements, and (g) services of the welfare state. 	PROUD OF: ACHIEVEMENTS OF GERM. ATHLETES  National pride If respondent has German citizenship. On these cards you will find a number of things one can be proud of as a German. Please select the three things you are most proud of. Not selected;Selected;Not proud of any;Foreigner;No answer	False
04ccffc7-942c-49e8-958b-f5dac9c89c38	v241	Domain-specific national pride was assessed in each wave with questions addressing various German institutions and achievements: (a) the German constitution (“Grundgesetz”), (b) the German parliament (“Bundestag”), (c) achievements of German athletes, (d) economic achievements, (e) German art and literature, (f) scientific achievements, and (g) services of the welfare state. 	PROUD OF: GERMAN ART AND LITERATURE  National pride If respondent has German citizenship. On these cards you will find a number of things one can be proud of as a German. Please select the three things you are most proud of. Not selected;Selected;Not proud of any;Foreigner;No answer	False
04ccffc7-942c-49e8-958b-f5dac9c89c38	v237	Domain-specific national pride was assessed in each wave with questions addressing various German institutions and achievements: (a) the German constitution (“Grundgesetz”), (b) the German parliament (“Bundestag”), (c) achievements of German athletes, (d) economic achievements, (e) German art and literature, (f) scientific achievements, and (g) services of the welfare state. 	PROUD OF: BASIC LAW  National pride If respondent has German citizenship. On these cards you will find a number of things one can be proud of as a German. Please select the three things you are most proud of. Not selected;Selected;Not proud of any;Foreigner;No answer	False
04ccffc7-942c-49e8-958b-f5dac9c89c38	v247	Domain-specific national pride was assessed in each wave with questions addressing various German institutions and achievements: (a) the German constitution (“Grundgesetz”), (b) the German parliament (“Bundestag”), (c) achievements of German athletes, (d) economic achievements, (e) German art and literature, (f) scientific achievements, and (g) services of the welfare state. 	PROUD TO BE A GERMAN?  National pride If respondent has German citizenship. Would you say you are very proud, fairly proud, not very proud or not at all proud to be German? Not selected;No German citizenship;Very proud;Fairly proud;Not very proud;Not at all proud;No answer	False
04ccffc7-942c-49e8-958b-f5dac9c89c38	v265	Domain-specific national pride was assessed in each wave with questions addressing various German institutions and achievements: (a) the German constitution (“Grundgesetz”), (b) the German parliament (“Bundestag”), (c) achievements of German athletes, (d) economic achievements, (e) German art and literature, (f) scientific achievements, and (g) services of the welfare state. 	NATURALIZAT.:ADAPT TO GERMAN WAY OF LIFE  Ethnocentrism and Minorities I will tell you a few things which may play a role in the decision whether or not to grant German citizenship. Using the scale, please tell me how important these things should be IN YOUR OPINION.  Not available;Not at all important;Important;Very important;No answer	False
04ccffc7-942c-49e8-958b-f5dac9c89c38	v261	Domain-specific national pride was assessed in each wave with questions addressing various German institutions and achievements: (a) the German constitution (“Grundgesetz”), (b) the German parliament (“Bundestag”), (c) achievements of German athletes, (d) economic achievements, (e) German art and literature, (f) scientific achievements, and (g) services of the welfare state. 	NATURALIZATION:SHOULD BE BORN IN GERMANY Ethnocentrism and Minorities I will tell you a few things which may play a role in the decision whether or not to grant German citizenship. Using the scale, please tell me how important these things should be IN YOUR OPINION. Not available;Not at all important;Important;Very important;No answer	False
88202d14-6f6b-4047-9ad3-36f55380d662	v732	Of the 682 individuals in this group, 28.6% were Catholic, 29.7% Evangelical, 2.7% belonged to an independent or other Christian community, and 2.5% to a non-Christian religious community, 36.2% of the respondents were undenominational. 	RESPONDENT: RELIGIOUS DENOMINATION E  ALLBUS-Demography: Details about the respondent May I ask you what religion you belong to? The German Protestant church (excluding free churches);A Protestant free church;The Roman Catholic church;Another Christian denomination;Another non-Christian denomination;No religious affiliation;Refused;No answer	True
88202d14-6f6b-4047-9ad3-36f55380d662	v734	Of the 682 individuals in this group, 28.6% were Catholic, 29.7% Evangelical, 2.7% belonged to an independent or other Christian community, and 2.5% to a non-Christian religious community, 36.2% of the respondents were undenominational. 	WHAT ORTHODOX CHRISTIAN DENOMINATION? ALLBUS-Demography: Details about the respondent Is that a Christian Orthodox church? Roman Catholic, Protestant, non-Christian religion or no religion;Yes;No;No answer	False
88202d14-6f6b-4047-9ad3-36f55380d662	v735	Of the 682 individuals in this group, 28.6% were Catholic, 29.7% Evangelical, 2.7% belonged to an independent or other Christian community, and 2.5% to a non-Christian religious community, 36.2% of the respondents were undenominational. 	FREQUENCY OF CHURCH ATTENDANCE ALLBUS-Demography: Details about the respondent As a rule, how often do you go to church. respondent belongs to a non-Christian religion ;More than once a week;Once a week;Between one and three times a month;Several times a year;Less often;Never;No answer	False
88202d14-6f6b-4047-9ad3-36f55380d662	v737	Of the 682 individuals in this group, 28.6% were Catholic, 29.7% Evangelical, 2.7% belonged to an independent or other Christian community, and 2.5% to a non-Christian religious community, 36.2% of the respondents were undenominational. 	FREQ.OF CHURCH ATTEND.WHEN R. A CHILD ALLBUS-Demography: Details about the respondent And how often did you yourself go to church when you were 11 or 12?. respondent belongs to a non-Christian religion ;More than once a week;Once a week;Between one and three times a month;Several times a year;Less often;Never;No answer	False
88202d14-6f6b-4047-9ad3-36f55380d662	v580	Of the 682 individuals in this group, 28.6% were Catholic, 29.7% Evangelical, 2.7% belonged to an independent or other Christian community, and 2.5% to a non-Christian religious community, 36.2% of the respondents were undenominational. 	SCALE OF RELIGIOUSNESS, RESPONDENT  Religion and world view Would you describe yourself as more religious or more not religious? We have a scale for this. Where would you place yourself on this scale?  Not available;Not religious;Religious;No answer	False
88202d14-6f6b-4047-9ad3-36f55380d662	v291	Of the 682 individuals in this group, 28.6% were Catholic, 29.7% Evangelical, 2.7% belonged to an independent or other Christian community, and 2.5% to a non-Christian religious community, 36.2% of the respondents were undenominational. 	DIFFER.I LIFESTYLE: JEWS IN GERMANY  Ethnocentrism and Minorities On the card are various groups of people. I would now like to ask you some questions about people belonging to these groups who live in Germany. How strongly, in your opinion, do the members of these groups who live in Germany differ from Germans in their lifestyles? Please answer using the scale on the card.  Not available;Not at all;Very strongly;Don't know;No answer	False
88202d14-6f6b-4047-9ad3-36f55380d662	v287	Of the 682 individuals in this group, 28.6% were Catholic, 29.7% Evangelical, 2.7% belonged to an independent or other Christian community, and 2.5% to a non-Christian religious community, 36.2% of the respondents were undenominational. 	DIFFER.I LIFESTYLE: ITALIANS IN GERMANY Ethnocentrism and Minorities On the card are various groups of people. I would now like to ask you some questions about people belonging to these groups who live in Germany. How strongly, in your opinion, do the members of these groups who live in Germany differ from Germans in their lifestyles? Please answer using the scale on the card.  Not available;Not at all;Very strongly;Don't know;No answer	False
88202d14-6f6b-4047-9ad3-36f55380d662	v288	Of the 682 individuals in this group, 28.6% were Catholic, 29.7% Evangelical, 2.7% belonged to an independent or other Christian community, and 2.5% to a non-Christian religious community, 36.2% of the respondents were undenominational. 	DIFFER.I LIFESTYLE:ETHNIC GERMANS F EAST Ethnocentrism and Minorities On the card are various groups of people. I would now like to ask you some questions about people belonging to these groups who live in Germany. How strongly, in your opinion, do the members of these groups who live in Germany differ from Germans in their lifestyles? Please answer using the scale on the card.  Not available;Not at all;Very strongly;Don't know;No answer	False
88202d14-6f6b-4047-9ad3-36f55380d662	v290	Of the 682 individuals in this group, 28.6% were Catholic, 29.7% Evangelical, 2.7% belonged to an independent or other Christian community, and 2.5% to a non-Christian religious community, 36.2% of the respondents were undenominational. 	DIFFER.I LIFESTYLE: TURKS IN GERMANY  Ethnocentrism and Minorities On the card are various groups of people. I would now like to ask you some questions about people belonging to these groups who live in Germany. How strongly, in your opinion, do the members of these groups who live in Germany differ from Germans in their lifestyles? Please answer using the scale on the card.  Not available;Not at all;Very strongly;Don't know;No answer	False
88202d14-6f6b-4047-9ad3-36f55380d662	v289	Of the 682 individuals in this group, 28.6% were Catholic, 29.7% Evangelical, 2.7% belonged to an independent or other Christian community, and 2.5% to a non-Christian religious community, 36.2% of the respondents were undenominational. 	DIFFER.I LIFESTYLE: ASYLUM SEEKERS Ethnocentrism and Minorities On the card are various groups of people. I would now like to ask you some questions about people belonging to these groups who live in Germany. How strongly, in your opinion, do the members of these groups who live in Germany differ from Germans in their lifestyles? Please answer using the scale on the card.  Not available;Not at all;Very strongly;Don't know;No answer	False
eb52c592-b361-4b5c-b382-2d17ee3954f1	v205	“Income differences give incentives to work hard.” 	INCOME DIFFERENCES INCREASE MOTIVATION  Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please go through the statements one by one and tell me whether you completely agree, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	True
eb52c592-b361-4b5c-b382-2d17ee3954f1	v184	“Income differences give incentives to work hard.” 	PROFITS ARE SHARED FAIRLY IN THE FRG Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please tell me for each opinion whether you agree completely, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
eb52c592-b361-4b5c-b382-2d17ee3954f1	v180	“Income differences give incentives to work hard.” 	PROFITS NECESSARY FOR HEALTHY ECONOMY  Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please tell me for each opinion whether you agree completely, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
eb52c592-b361-4b5c-b382-2d17ee3954f1	v204	“Income differences give incentives to work hard.” 	DECENT INCOME EVEN WITHOUT ACHIEVEMENT Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please go through the statements one by one and tell me whether you completely agree, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
eb52c592-b361-4b5c-b382-2d17ee3954f1	v182	“Income differences give incentives to work hard.” 	STATE:SECURE INCOME IN TIMES OF HARDSHIP Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please tell me for each opinion whether you agree completely, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
eb52c592-b361-4b5c-b382-2d17ee3954f1	v200	“Income differences give incentives to work hard.” 	SUCCESS:DEPENDS ON OWN CLASS POSITION Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please go through the statements one by one and tell me whether you completely agree, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
eb52c592-b361-4b5c-b382-2d17ee3954f1	v207	“Income differences give incentives to work hard.” 	SOCIAL DIFFERENCES ARE JUST Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please go through the statements one by one and tell me whether you completely agree, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
eb52c592-b361-4b5c-b382-2d17ee3954f1	v202	“Income differences give incentives to work hard.” 	SUCCESS:DEPENDS ON OWN EDUCATION  Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please go through the statements one by one and tell me whether you completely agree, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
eb52c592-b361-4b5c-b382-2d17ee3954f1	v183	“Income differences give incentives to work hard.” 	SOCIAL SECURITY BAD FOR WORK ETHOS Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please tell me for each opinion whether you agree completely, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
eb52c592-b361-4b5c-b382-2d17ee3954f1	v181	“Income differences give incentives to work hard.” 	STATE: PROVIDE JOBS AND STABLE PRICES  Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please tell me for each opinion whether you agree completely, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
e8a61a63-a28d-478c-8357-b62c77eb5eb9	v229	Separate measures of judicial distrust and police distrust are included, where respondents were asked on a scale of 1 to 7 (1 = absolutely no trust, 7 = a great deal of trust) how much they trusted either institution. 	TRUST: POLICE Confidence in public institutions and organizations I am now going to read out a number of public institutions and organisations. Please tell me for each institution or organisation how much trust you place in it. Please use this scale. 1 means you have absolutely no trust at all, 7 means you have a great deal of trust. You can differentiate your answers using the numbers in between. What about...  Not available;Absolutely no trust at all;Trust;A great deal of trust;Don't know;No answer	True
e8a61a63-a28d-478c-8357-b62c77eb5eb9	v223	Separate measures of judicial distrust and police distrust are included, where respondents were asked on a scale of 1 to 7 (1 = absolutely no trust, 7 = a great deal of trust) how much they trusted either institution. 	TRUST: JUDICIAL SYSTEM Confidence in public institutions and organizations I am now going to read out a number of public institutions and organisations. Please tell me for each institution or organisation how much trust you place in it. Please use this scale. 1 means you have absolutely no trust at all, 7 means you have a great deal of trust. You can differentiate your answers using the numbers in between. What about...  Not available;Absolutely no trust at all;Trust;A great deal of trust;Don't know;No answer	False
e8a61a63-a28d-478c-8357-b62c77eb5eb9	v688	Separate measures of judicial distrust and police distrust are included, where respondents were asked on a scale of 1 to 7 (1 = absolutely no trust, 7 = a great deal of trust) how much they trusted either institution. 	GENERAL TRUST IN FELLOW MEN  Anomia and fear of crime Some people think that most people can be trusted. Others think that one can't be careful enough when dealing with other people. What do you think?  Not available;Most people can be trusted;One can't be careful enough;It depends;Other;Don't know;No answer	False
e8a61a63-a28d-478c-8357-b62c77eb5eb9	v258	Separate measures of judicial distrust and police distrust are included, where respondents were asked on a scale of 1 to 7 (1 = absolutely no trust, 7 = a great deal of trust) how much they trusted either institution. 	"FOREIGNERS: COMMIT CRIMES MORE OFTEN Ethnocentrism and Minorities What about the following statements about the foreigners who live in Germany? Using the scale, please tell me how far you agree with these statements. 1 on the scale means you ""completely disagree."" 7 on the scale means you ""completely agree."" You can differentiate your answers using the numbers in between.  Not available;Completely disagree;Disagree;Indifferent;Agree;Completely agree;No answer"	False
e8a61a63-a28d-478c-8357-b62c77eb5eb9	v272	Separate measures of judicial distrust and police distrust are included, where respondents were asked on a scale of 1 to 7 (1 = absolutely no trust, 7 = a great deal of trust) how much they trusted either institution. 	"FOREIGN.,GUEST W.: NO POLIT. ACTIVITIES Ethnocentrism and Minorities What about the following statements about the foreigners who live in Germany? Using the scale, please tell me how far you agree with these statements. 1 on the scale means you ""completely disagree."" 7 on the scale means you ""completely agree."" You can differentiate your answers using the numbers in between.  Not available;Completely disagree;Disagree;Indifferent;Agree;Completely agree;No answer"	False
e8a61a63-a28d-478c-8357-b62c77eb5eb9	v253	Separate measures of judicial distrust and police distrust are included, where respondents were asked on a scale of 1 to 7 (1 = absolutely no trust, 7 = a great deal of trust) how much they trusted either institution. 	"FOREIGN.:BURDEN ON SOCIAL WELFARE SYSTEM Ethnocentrism and Minorities What about the following statements about the foreigners who live in Germany? Using the scale, please tell me how far you agree with these statements. 1 on the scale means you ""completely disagree."" 7 on the scale means you ""completely agree."" You can differentiate your answers using the numbers in between.  Not available;Completely disagree;Disagree;Indifferent;Agree;Completely agree;No answer"	False
e8a61a63-a28d-478c-8357-b62c77eb5eb9	v273	Separate measures of judicial distrust and police distrust are included, where respondents were asked on a scale of 1 to 7 (1 = absolutely no trust, 7 = a great deal of trust) how much they trusted either institution. 	"FOREIGN.,GUEST W.:MARRY AMONG THEMSELVES Ethnocentrism and Minorities What about the following statements about the foreigners who live in Germany? Using the scale, please tell me how far you agree with these statements. 1 on the scale means you ""completely disagree."" 7 on the scale means you ""completely agree."" You can differentiate your answers using the numbers in between.  Not available;Completely disagree;Disagree;Indifferent;Agree;Completely agree;No answer"	False
e8a61a63-a28d-478c-8357-b62c77eb5eb9	v270	Separate measures of judicial distrust and police distrust are included, where respondents were asked on a scale of 1 to 7 (1 = absolutely no trust, 7 = a great deal of trust) how much they trusted either institution. 	"FOREIGN.,GUEST WORKERS: ADAPT MORE  Ethnocentrism and Minorities What about the following statements about the foreigners who live in Germany? Using the scale, please tell me how far you agree with these statements. 1 on the scale means you ""completely disagree."" 7 on the scale means you ""completely agree."" You can differentiate your answers using the numbers in between.  Not available;Completely disagree;Disagree;Indifferent;Agree;Completely agree;No answer"	False
e8a61a63-a28d-478c-8357-b62c77eb5eb9	v252	Separate measures of judicial distrust and police distrust are included, where respondents were asked on a scale of 1 to 7 (1 = absolutely no trust, 7 = a great deal of trust) how much they trusted either institution. 	"DO WORK GERMANS WILL NOT DO  Ethnocentrism and Minorities What about the following statements about the foreigners who live in Germany? Using the scale, please tell me how far you agree with these statements. 1 on the scale means you ""completely disagree."" 7 on the scale means you ""completely agree."" You can differentiate your answers using the numbers in between.  Not available;Completely disagree;Disagree;Indifferent;Agree;Completely agree;No answer"	False
e8a61a63-a28d-478c-8357-b62c77eb5eb9	v271	Separate measures of judicial distrust and police distrust are included, where respondents were asked on a scale of 1 to 7 (1 = absolutely no trust, 7 = a great deal of trust) how much they trusted either institution. 	"FOREIGN.,GUEST W.:LEAVE WHEN JOBS SCARCE  Ethnocentrism and Minorities What about the following statements about the foreigners who live in Germany? Using the scale, please tell me how far you agree with these statements. 1 on the scale means you ""completely disagree."" 7 on the scale means you ""completely agree."" You can differentiate your answers using the numbers in between.  Not available;Completely disagree;Disagree;Indifferent;Agree;Completely agree;No answer"	False
9c6f2e70-8712-428d-97b8-4cb6cc63f9d7	v333	The lowest levels of egalitarian support surrounded the belief that a child is likely to ‘suffer’ if his or her mother works for pay (FEPRESCH). 	WORKING WOMAN: SMALL CHILD SUFFERS  Attitudes towards marriage, family and partnership People have different opinions about the role of women in the family and in bringing up children. For each of the statements on the card, please tell me whether you completely agree, tend to agree, tend to disagree, or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	True
9c6f2e70-8712-428d-97b8-4cb6cc63f9d7	v331	The lowest levels of egalitarian support surrounded the belief that a child is likely to ‘suffer’ if his or her mother works for pay (FEPRESCH). 	WORKING WOMAN:WARM RELATION TO CHILD OK Attitudes towards marriage, family and partnership People have different opinions about the role of women in the family and in bringing up children. For each of the statements on the card, please tell me whether you completely agree, tend to agree, tend to disagree, or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
9c6f2e70-8712-428d-97b8-4cb6cc63f9d7	v335	The lowest levels of egalitarian support surrounded the belief that a child is likely to ‘suffer’ if his or her mother works for pay (FEPRESCH). 	WORKING WOMAN: BETTER MOTHER FOR CHILD Attitudes towards marriage, family and partnership  People have different opinions about the role of women in the family and in bringing up children. For each of the statements on the card, please tell me whether you completely agree, tend to agree, tend to disagree, or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
9c6f2e70-8712-428d-97b8-4cb6cc63f9d7	v151	The lowest levels of egalitarian support surrounded the belief that a child is likely to ‘suffer’ if his or her mother works for pay (FEPRESCH). 	SELF-ASSESSMENT OF SOCIAL CLASS, RESP.  Social inequality and the welfare state There is a lot of talk about social class these days. What class would you describe yourself as belonging to? The working class, the middle class, the upper middle class or the upper class? The lower class;The working class;The middle class;The upper middle class;The upper class;None of these classes;Refused to select a category;Don't know;No answer	False
9c6f2e70-8712-428d-97b8-4cb6cc63f9d7	v200	The lowest levels of egalitarian support surrounded the belief that a child is likely to ‘suffer’ if his or her mother works for pay (FEPRESCH). 	SUCCESS:DEPENDS ON OWN CLASS POSITION Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please go through the statements one by one and tell me whether you completely agree, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
9c6f2e70-8712-428d-97b8-4cb6cc63f9d7	v182	The lowest levels of egalitarian support surrounded the belief that a child is likely to ‘suffer’ if his or her mother works for pay (FEPRESCH). 	STATE:SECURE INCOME IN TIMES OF HARDSHIP Social inequality and the welfare state Here is a card with various views on what social differences in Germany are really like and how things should be. Please tell me for each opinion whether you agree completely, tend to agree, tend to disagree or completely disagree.  Not available;Completely agree;Tend to agree;Tend to disagree;Completely disagree;Don't know;No answer	False
